OID_,OBJECTID,PTT_ID,REC_ID,PROGRAM,SATELLIT,REC_TYPE,TIME_OM,TIME_OML,TIME_CTZ,TIME_CTZ_R,YEAR,MONTH,BIRD_MARK,MARK_FLAG,TIME_DIFF,FREQ_FLAG,QUAL_IDX,QUALITY,LAT,LONG,TX_FREQ,COURSE,SPEED,SPEED_MPH,ALT_ACQT,LOC_FLAG,SPORADIC_FLAG,VISUAL_FLAG,NEAR_FID,DistanceAgric,DistanceWetlands,ecotone_code
1210,157485,134355,157485,(b)(5),NA,GPS Fix,11/18/2015 0:00,6.04593E+11,11/18/2015 12:03,11/18/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.775,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8308,-97.6412,NA,328,0,0,54,Ground,Not Sporadic,Looks OK,3175,0,0,A
1219,157494,134355,157494,(b)(5),NA,GPS Fix,11/20/2015 0:00,6.04595E+11,11/20/2015 11:49,11/20/2015 0:00,2015,11,2/2/2014 0:00,Marking done,9.525277778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8306,-97.6414,NA,140,0,0,26,Ground,Not Sporadic,Looks OK,3175,0,0,A
1222,157497,134355,157497,(b)(5),NA,GPS Fix,11/21/2015 0:00,6.04596E+11,11/21/2015 2:11,11/21/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.766666667,Good - Interval > 4 hours from prior record,NA,<  26 m,37.831,-97.643,NA,354,0,0,36,Ground,Not Sporadic,Looks OK,3175,0,0,A
1224,157499,134355,157499,(b)(5),NA,GPS Fix,11/21/2015 0:00,6.04596E+11,11/21/2015 11:44,11/21/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.708333333,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8309,-97.6414,NA,18,0,0,38,Ground,Not Sporadic,Looks OK,3175,0,0,A
1234,157509,134355,157509,(b)(5),NA,GPS Fix,11/23/2015 0:00,6.04598E+11,11/23/2015 11:37,11/23/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.788333333,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8311,-97.6414,NA,16,0,0,36,Ground,Not Sporadic,Looks OK,3175,0,0,A
1235,157511,134355,157511,(b)(5),NA,GPS Fix,11/23/2015 0:00,6.04598E+11,11/23/2015 16:25,11/23/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.730555555,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8309,-97.6413,NA,284,1,1.15,72,Ground,Not Sporadic,Looks OK,3175,0,0,A
1238,157514,134355,157514,(b)(5),NA,GPS Fix,11/24/2015 0:00,6.04598E+11,11/24/2015 6:48,11/24/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.821944444,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8307,-97.6412,NA,352,1,1.15,156,Ground,Not Sporadic,Looks OK,3175,0,0,A
1244,157520,134355,157520,(b)(5),NA,GPS Fix,11/27/2015 0:00,6.04601E+11,11/26/2015 21:00,11/26/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.816944444,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8308,-97.6414,NA,316,0,0,188,Ground,Not Sporadic,Looks OK,3175,0,0,A
1245,157521,134355,157521,(b)(5),NA,GPS Fix,11/28/2015 0:00,6.04602E+11,11/28/2015 6:25,11/28/2015 0:00,2015,11,2/2/2014 0:00,Marking done,33.41472222,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8309,-97.6414,NA,106,2,2.3,84,Ground,Not Sporadic,Looks OK,3175,0,0,A
1246,157522,134355,157522,(b)(5),NA,GPS Fix,11/28/2015 0:00,6.04602E+11,11/28/2015 11:11,11/28/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.765277778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.831,-97.6414,NA,356,0,0,38,Ground,Not Sporadic,Looks OK,3175,1.015471855,0,A
842,98888,119236,98888,(b)(5),NA,GPS Fix,11/6/2014 0:00,6.04267E+11,11/5/2014 18:14,11/5/2014 0:00,2014,11,11/30/2012 0:00,Marking done,4.775,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.6677,-97.9077,NA,0,0,0,54,Ground,Not Sporadic,Looks OK,12285,24.04703633,0,A
844,98890,119236,98890,(b)(5),NA,GPS Fix,11/6/2014 0:00,6.04267E+11,11/6/2014 3:48,11/6/2014 0:00,2014,11,11/30/2012 0:00,Marking done,4.788333334,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.6677,-97.9077,NA,0,0,0,38,Ground,Not Sporadic,Looks OK,12285,24.04703633,0,A
1173,153209,134352,153209,(b)(5),NA,GPS Fix,4/6/2016 0:00,6.04714E+11,4/6/2016 14:13,4/6/2016 0:00,2016,4,2/3/2014 0:00,Marking done,4.774722222,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2994,-97.7708,NA,4,0,0,28,Ground,Not Sporadic,Looks OK,4671,26.55498353,0,A
843,98889,119236,98889,(b)(5),NA,GPS Fix,11/6/2014 0:00,6.04267E+11,11/5/2014 23:01,11/5/2014 0:00,2014,11,11/30/2012 0:00,Marking done,4.783333333,Good - Interval > 4 hours from prior record,NA,<  26 m,39.6676,-97.9075,NA,0,0,0,44,Ground,Not Sporadic,Looks OK,12285,27.41694011,0,A
285,44467,100532,44467,(b)(5),NA,GPS Fix,3/28/2012 0:00,6.03444E+11,3/28/2012 10:02,3/28/2012 0:00,2012,3,8/2/2011 0:00,Marking done,5.988611111,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,37.9338,-98.5599,NA,16,0,0,78,Ground,Not Sporadic,Looks OK,21662,27.75523765,0,A
1172,153208,134352,153208,(b)(5),NA,GPS Fix,4/6/2016 0:00,6.04714E+11,4/6/2016 9:26,4/6/2016 0:00,2016,4,2/3/2014 0:00,Marking done,4.800277778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.2996,-97.7706,NA,26,0,0,62,Ground,Not Sporadic,Looks OK,4671,29.66840911,0,A
1171,153207,134352,153207,(b)(5),NA,GPS Fix,4/6/2016 0:00,6.04714E+11,4/6/2016 4:38,4/6/2016 0:00,2016,4,2/3/2014 0:00,Marking done,4.791666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2989,-97.7708,NA,348,0,0,34,Ground,Not Sporadic,Looks OK,4671,31.3059575,0,A
845,98891,119236,98891,(b)(5),NA,GPS Fix,11/6/2014 0:00,6.04267E+11,11/6/2014 8:36,11/6/2014 0:00,2014,11,11/30/2012 0:00,Marking done,4.795,Good - Interval > 4 hours from prior record,NA,<  26 m,39.6675,-97.9076,NA,0,0,0,52,Ground,Not Sporadic,Looks OK,12285,32.17186144,0,A
105,24079,98806,24079,(b)(5),NA,GPS Fix,3/28/2013 0:00,6.03759E+11,3/28/2013 9:57,3/28/2013 0:00,2013,3,12/9/2009 0:00,Marking done,5.99,Good - Interval > 4 hours from prior record,NA,<  26 m,38.0239,-98.2384,NA,342,0,0,32,Ground,Not Sporadic,Looks OK,3737,32.24395549,0,A
1169,153205,134352,153205,(b)(5),NA,GPS Fix,4/6/2016 0:00,6.04714E+11,4/5/2016 19:03,4/5/2016 0:00,2016,4,2/3/2014 0:00,Marking done,14.28027778,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2988,-97.7704,NA,158,0,0,44,Ground,Not Sporadic,Looks OK,4671,33.15840526,0,A
18,4629,98801,4629,(b)(5),NA,GPS Fix,5/7/2013 0:00,6.03794E+11,5/7/2013 8:12,5/7/2013 0:00,2013,5,8/3/2010 0:00,Marking done,5.986666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.9632,-98.6835,NA,12,0,0,24,Ground,Not Sporadic,Looks OK,25881,37.81281873,0,A
180,31288,98808,31288,(b)(5),NA,GPS Fix,3/25/2012 0:00,6.03441E+11,3/25/2012 5:01,3/25/2012 0:00,2012,3,12/10/2009 0:00,Marking done,5.986666667,Good - Interval > 4 hours from prior record,NA,<  26 m,37.4927,-98.4118,NA,8,0,0,26,Ground,Not Sporadic,Looks OK,16,39.43427012,0,A
1170,153206,134352,153206,(b)(5),NA,GPS Fix,4/6/2016 0:00,6.04714E+11,4/5/2016 23:51,4/5/2016 0:00,2016,4,2/3/2014 0:00,Marking done,4.786388889,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2988,-97.7707,NA,16,0,0,34,Ground,Not Sporadic,Looks OK,4671,39.66252316,0,A
16,4627,98801,4627,(b)(5),NA,GPS Fix,5/7/2013 0:00,6.03794E+11,5/6/2013 20:13,5/6/2013 0:00,2013,5,8/3/2010 0:00,Marking done,11.93388889,Good - Interval > 4 hours from prior record,NA,<  26 m,38.9631,-98.6837,NA,28,0,0,44,Ground,Not Sporadic,Looks OK,25881,41.40532769,0,A
1075,130681,134346,130681,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/7/2016 17:32,4/7/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.744166667,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.7698,-97.5674,NA,0,0,0,40,Ground,Not Sporadic,Looks OK,3557,46.92099597,0,A
380,48185,108432,48185,(b)(5),NA,GPS Fix,3/30/2012 0:00,6.03446E+11,3/30/2012 4:39,3/30/2012 0:00,2012,3,8/2/2011 0:00,Marking done,6,Good - Interval > 4 hours from prior record,NA,<  26 m,39.4595,-98.4237,NA,2,0,0,44,Ground,Not Sporadic,Looks OK,10977,46.98293534,0,A
104,24078,98806,24078,(b)(5),NA,GPS Fix,3/28/2013 0:00,6.03759E+11,3/28/2013 3:57,3/28/2013 0:00,2013,3,12/9/2009 0:00,Marking done,5.983333333,Good - Interval > 4 hours from prior record,NA,<  26 m,38.0233,-98.2378,NA,4,0,0,38,Ground,Not Sporadic,Looks OK,3454,47.15606287,0,A
17,4628,98801,4628,(b)(5),NA,GPS Fix,5/7/2013 0:00,6.03794E+11,5/7/2013 2:12,5/7/2013 0:00,2013,5,8/3/2010 0:00,Marking done,5.987777778,Good - Interval > 4 hours from prior record,NA,<  26 m,38.9631,-98.6835,NA,352,0,0,40,Ground,Not Sporadic,Looks OK,25881,48.06287121,0,A
839,98139,119236,98139,(b)(5),NA,GPS Fix,4/4/2014 0:00,6.04081E+11,4/4/2014 14:23,4/4/2014 0:00,2014,4,11/30/2012 0:00,Marking done,4.800555556,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.2731,-97.0626,NA,0,0,0,90,Ground,Not Sporadic,Looks OK,6601,54.07585331,0,A
870,107433,119240,107433,(b)(5),NA,GPS Fix,4/17/2013 0:00,6.03776E+11,4/16/2013 23:34,4/16/2013 0:00,2013,4,12/7/2012 0:00,Marking done,4.78,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.1681,-100.2924,NA,0,0,0,46,Ground,Not Sporadic,Looks OK,24810,58.5390931,0,A
1074,130680,134346,130680,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/7/2016 12:47,4/7/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.814444444,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,37.7697,-97.5683,NA,338,0,0,122,Ground,Not Sporadic,Looks OK,3557,61.91371812,0,A
731,89003,119232,89003,(b)(5),NA,GPS Fix,11/10/2012 0:00,6.0364E+11,11/10/2012 13:07,11/10/2012 0:00,2012,11,7/31/2012 0:00,Marking done,4.783055556,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.0208,-98.5124,NA,0,0,0,52,Ground,Not Sporadic,Looks OK,21328,62.81710868,0,A
1070,130676,134346,130676,(b)(5),NA,GPS Fix,4/6/2016 0:00,6.04714E+11,4/6/2016 8:06,4/6/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.831944445,Good - Interval > 4 hours from prior record,NA,<  26 m,37.7694,-97.5669,NA,356,0,0,172,Ground,Not Sporadic,Looks OK,3557,63.17685472,0,A
869,107432,119240,107432,(b)(5),NA,GPS Fix,4/17/2013 0:00,6.03776E+11,4/16/2013 18:47,4/16/2013 0:00,2013,4,12/7/2012 0:00,Marking done,4.785277778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.1682,-100.2926,NA,310,0,0,62,Ground,Not Sporadic,Looks OK,24810,64.0191926,0,A
873,107436,119240,107436,(b)(5),NA,GPS Fix,4/17/2013 0:00,6.03777E+11,4/17/2013 13:57,4/17/2013 0:00,2013,4,12/7/2012 0:00,Marking done,4.792222222,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.1681,-100.2925,NA,158,0,0,90,Ground,Not Sporadic,Looks OK,24810,64.98010157,0,A
874,107437,119240,107437,(b)(5),NA,GPS Fix,4/18/2013 0:00,6.03777E+11,4/17/2013 18:42,4/17/2013 0:00,2013,4,12/7/2012 0:00,Marking done,4.759444444,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.1681,-100.2925,NA,340,0,0,28,Ground,Not Sporadic,Looks OK,24810,64.98010157,0,A
876,107439,119240,107439,(b)(5),NA,GPS Fix,4/18/2013 0:00,6.03778E+11,4/18/2013 13:45,4/18/2013 0:00,2013,4,12/7/2012 0:00,Marking done,9.505277778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.1681,-100.2925,NA,0,0,0,46,Ground,Not Sporadic,Looks OK,24810,64.98010157,0,A
1071,130677,134346,130677,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/6/2016 22:24,4/6/2016 0:00,2016,4,2/2/2014 0:00,Marking done,14.29333333,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.7697,-97.5678,NA,226,1,1.15,40,Ground,Not Sporadic,Looks OK,4189,65.99550929,0,A
1076,130682,134346,130682,(b)(5),NA,GPS Fix,4/8/2016 0:00,6.04715E+11,4/7/2016 22:19,4/7/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.791388889,Good - Interval > 4 hours from prior record,NA,<  26 m,37.7697,-97.568,NA,204,1,1.15,44,Ground,Not Sporadic,Looks OK,4189,70.1386705,0,A
1176,153212,134352,153212,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/7/2016 4:35,4/7/2016 0:00,2016,4,2/3/2014 0:00,Marking done,4.796944445,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.2983,-97.7704,NA,10,0,0,34,Ground,Not Sporadic,Looks OK,4671,71.06904829,0,A
871,107434,119240,107434,(b)(5),NA,GPS Fix,4/17/2013 0:00,6.03777E+11,4/17/2013 4:21,4/17/2013 0:00,2013,4,12/7/2012 0:00,Marking done,4.786388889,Good - Interval > 4 hours from prior record,NA,<  26 m,39.168,-100.2925,NA,0,0,0,36,Ground,Not Sporadic,Looks OK,24810,72.38195554,0,A
20,5330,98802,5330,(b)(5),NA,GPS Fix,11/16/2010 0:00,6.03014E+11,11/16/2010 5:38,11/16/2010 0:00,2010,11,8/2/2010 0:00,Marking done,5.991666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.9625,-98.6846,NA,0,0,0,36,Ground,Not Sporadic,Looks OK,25881,72.94609695,0,A
1067,130673,134346,130673,(b)(5),NA,GPS Fix,4/5/2016 0:00,6.04714E+11,4/5/2016 17:43,4/5/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.797222222,Good - Interval > 4 hours from prior record,NA,<  26 m,37.7681,-97.5671,NA,42,0,0,84,Ground,Not Sporadic,Looks OK,4189,74.45649764,0,A
1174,153210,134352,153210,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/6/2016 19:01,4/6/2016 0:00,2016,4,2/3/2014 0:00,Marking done,4.805277778,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,38.2981,-97.7704,NA,170,1,1.15,70,Ground,Not Sporadic,Looks OK,4671,78.84708159,0,A
1072,130678,134346,130678,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/7/2016 3:11,4/7/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.789722222,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.7696,-97.5679,NA,84,1,1.15,36,Ground,Not Sporadic,Looks OK,4189,78.85513375,0,A
1175,153211,134352,153211,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/6/2016 23:47,4/6/2016 0:00,2016,4,2/3/2014 0:00,Marking done,4.769722222,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2983,-97.7703,NA,0,0,0,26,Ground,Not Sporadic,Looks OK,4671,79.63714037,0,A
1073,130679,134346,130679,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/7/2016 7:58,4/7/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.791666667,Good - Interval > 4 hours from prior record,NA,<  26 m,37.7694,-97.5671,NA,6,0,0,38,Ground,Not Sporadic,Looks OK,3557,80.74529143,0,A
1077,130684,134346,130684,(b)(5),NA,GPS Fix,4/8/2016 0:00,6.04716E+11,4/8/2016 3:07,4/8/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.500555556,Good - Interval > 4 hours from prior record,NA,<  26 m,37.7696,-97.568,NA,0,0,0,26,Ground,Not Sporadic,Looks OK,4189,80.92666626,0,A
838,98138,119236,98138,(b)(5),NA,GPS Fix,4/4/2014 0:00,6.04081E+11,4/4/2014 9:35,4/4/2014 0:00,2014,4,11/30/2012 0:00,Marking done,14.26666667,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.2653,-97.0777,NA,0,0,0,48,Ground,Not Sporadic,Looks OK,6594,81.16571421,0,A
841,98141,119236,98141,(b)(5),NA,GPS Fix,4/5/2014 0:00,6.04082E+11,4/5/2014 9:26,4/5/2014 0:00,2014,4,11/30/2012 0:00,Marking done,14.29833333,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.2653,-97.0777,NA,218,2,2.3,110,Ground,Not Sporadic,Looks OK,6594,81.16571421,0,A
1078,130685,134346,130685,(b)(5),NA,GPS Fix,4/8/2016 0:00,6.04716E+11,4/8/2016 7:54,4/8/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.796944445,Good - Interval > 4 hours from prior record,NA,<  26 m,37.7688,-97.5671,NA,0,0,0,38,Ground,Not Sporadic,Looks OK,4189,81.60219745,0,A
1069,130675,134346,130675,(b)(5),NA,GPS Fix,4/6/2016 0:00,6.04714E+11,4/6/2016 3:16,4/6/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.786388889,Good - Interval > 4 hours from prior record,NA,<  26 m,37.769,-97.5671,NA,0,0,0,30,Ground,Not Sporadic,Looks OK,4189,82.57540113,0,A
19,5329,98802,5329,(b)(5),NA,GPS Fix,11/16/2010 0:00,6.03013E+11,11/15/2010 23:38,11/15/2010 0:00,2010,11,8/2/2010 0:00,Marking done,5.991111111,Good - Interval > 4 hours from prior record,NA,<  26 m,38.9624,-98.6846,NA,334,0,0,36,Ground,Not Sporadic,Looks OK,25881,83.19611004,0,A
825,98125,119236,98125,(b)(5),NA,GPS Fix,3/31/2014 0:00,6.04078E+11,3/31/2014 15:02,3/31/2014 0:00,2014,3,11/30/2012 0:00,Marking done,4.791666667,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.2653,-97.0779,NA,0,0,0,68,Ground,Not Sporadic,Looks OK,6594,86.77768239,0,A
913,110817,119242,110817,(b)(5),NA,GPS Fix,11/10/2013 0:00,6.03955E+11,11/9/2013 20:51,11/9/2013 0:00,2013,11,12/6/2012 0:00,Marking done,4.708333333,Good - Interval > 4 hours from prior record,NA,<  26 m,38.4312,-98.6541,NA,0,0,0,40,Ground,Not Sporadic,Looks OK,23008,87.12780401,0,A
467,61031,108440,61031,(b)(5),NA,GPS Fix,4/8/2013 0:00,6.03769E+11,4/7/2013 23:21,4/7/2013 0:00,2013,4,12/6/2011 0:00,Marking done,17.91333333,Good - Interval > 4 hours from prior record,NA,<  26 m,37.1307,-98.09,NA,340,0,0,48,Ground,Not Sporadic,Looks OK,236,90.3280506,0,A
468,61032,108440,61032,(b)(5),NA,GPS Fix,4/8/2013 0:00,6.03769E+11,4/8/2013 5:20,4/8/2013 0:00,2013,4,12/6/2011 0:00,Marking done,5.985,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.1307,-98.09,NA,342,1,1.15,34,Ground,Not Sporadic,Looks OK,236,90.3280506,0,A
429,55354,108436,55354,(b)(5),NA,GPS Fix,11/11/2012 0:00,6.03641E+11,11/11/2012 2:34,11/11/2012 0:00,2012,11,11/27/2011 0:00,Marking done,5.988055556,Good - Interval > 4 hours from prior record,NA,<  26 m,37.5558,-96.9104,NA,348,0,0,42,Ground,Not Sporadic,Looks OK,1213,90.70014043,0,A
1068,130674,134346,130674,(b)(5),NA,GPS Fix,4/6/2016 0:00,6.04714E+11,4/5/2016 22:29,4/5/2016 0:00,2016,4,2/2/2014 0:00,Marking done,4.766111111,Good - Interval > 4 hours from prior record,NA,<  26 m,37.769,-97.5672,NA,198,0,0,42,Ground,Not Sporadic,Looks OK,4189,91.37766879,0,A
1226,157501,134355,157501,(b)(5),NA,GPS Fix,11/22/2015 0:00,6.04596E+11,11/21/2015 21:18,11/21/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.79,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8307,-97.6431,NA,352,0,0,42,Ground,Not Sporadic,Looks OK,3175,0,0.011216279,A
1227,157502,134355,157502,(b)(5),NA,GPS Fix,11/22/2015 0:00,6.04596E+11,11/22/2015 2:06,11/22/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.785,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8307,-97.6431,NA,356,0,0,24,Ground,Not Sporadic,Looks OK,3175,0,0.011216279,A
1232,157507,134355,157507,(b)(5),NA,GPS Fix,11/23/2015 0:00,6.04597E+11,11/23/2015 2:03,11/23/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.798333333,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8304,-97.6419,NA,22,0,0,52,Ground,Not Sporadic,Looks OK,3175,12.47491264,0.629278999,A
1241,157517,134355,157517,(b)(5),NA,GPS Fix,11/25/2015 0:00,6.04599E+11,11/24/2015 21:08,11/24/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.813333333,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8304,-97.6419,NA,32,0,0,100,Ground,Not Sporadic,Looks OK,3175,12.47491264,0.629278999,A
1221,157496,134355,157496,(b)(5),NA,GPS Fix,11/21/2015 0:00,6.04595E+11,11/20/2015 21:25,11/20/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.801388889,Good - Interval > 4 hours from prior record,NA,<  26 m,37.831,-97.6431,NA,352,0,0,80,Ground,Not Sporadic,Looks OK,3175,0,1.320897605,A
811,98111,119236,98111,(b)(5),NA,GPS Fix,3/27/2014 0:00,6.04074E+11,3/27/2014 10:53,3/27/2014 0:00,2014,3,11/30/2012 0:00,Marking done,4.769444445,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2731,-97.0625,NA,0,0,0,92,Ground,Not Sporadic,Looks OK,6601,46.83454785,2.085971218,A
1242,157518,134355,157518,(b)(5),NA,GPS Fix,11/26/2015 0:00,6.046E+11,11/26/2015 1:49,11/26/2015 0:00,2015,11,2/2/2014 0:00,Marking done,28.68305556,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8304,-97.6418,NA,6,0,0,50,Ground,Not Sporadic,Looks OK,3175,4.509973969,2.219514022,A
880,107443,119240,107443,(b)(5),NA,GPS Fix,4/19/2013 0:00,6.03779E+11,4/19/2013 13:37,4/19/2013 0:00,2013,4,12/7/2012 0:00,Marking done,4.741666667,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.1682,-100.293,NA,0,0,0,34,Ground,Not Sporadic,Looks OK,24810,89.78317304,6.172229219,A
819,98119,119236,98119,(b)(5),NA,GPS Fix,3/29/2014 0:00,6.04076E+11,3/29/2014 15:23,3/29/2014 0:00,2014,3,11/30/2012 0:00,Marking done,4.792777778,Good - Interval > 4 hours from prior record,NA,76 m       -      100 m,38.2652,-97.0772,NA,102,1,1.15,84,Ground,Not Sporadic,Looks OK,6594,56.50292624,6.821551779,A
1214,157489,134355,157489,(b)(5),NA,GPS Fix,11/19/2015 0:00,6.04594E+11,11/19/2015 7:15,11/19/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.843611111,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8304,-97.6415,NA,2,1,1.15,218,Ground,Not Sporadic,Looks OK,3175,0,8.720150487,A
1223,157498,134355,157498,(b)(5),NA,GPS Fix,11/21/2015 0:00,6.04596E+11,11/21/2015 7:01,11/21/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.833333333,Good - Interval > 4 hours from prior record,NA,<  26 m,37.831,-97.6432,NA,8,0,0,188,Ground,Not Sporadic,Looks OK,3175,0,9.678762319,A
1212,157487,134355,157487,(b)(5),NA,GPS Fix,11/19/2015 0:00,6.04594E+11,11/18/2015 21:38,11/18/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.793333333,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8303,-97.6419,NA,0,0,0,50,Ground,Not Sporadic,Looks OK,3175,7.747454329,11.72335734,A
1213,157488,134355,157488,(b)(5),NA,GPS Fix,11/19/2015 0:00,6.04594E+11,11/19/2015 2:25,11/19/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.783333333,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8303,-97.6419,NA,8,0,0,34,Ground,Not Sporadic,Looks OK,3175,7.747454329,11.72335734,A
1217,157492,134355,157492,(b)(5),NA,GPS Fix,11/20/2015 0:00,6.04594E+11,11/19/2015 21:30,11/19/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.793055556,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8303,-97.6419,NA,2,0,0,50,Ground,Not Sporadic,Looks OK,3175,7.747454329,11.72335734,A
1218,157493,134355,157493,(b)(5),NA,GPS Fix,11/20/2015 0:00,6.04595E+11,11/20/2015 2:18,11/20/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.785,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8303,-97.6419,NA,352,0,0,42,Ground,Not Sporadic,Looks OK,3175,7.747454329,11.72335734,A
1231,157506,134355,157506,(b)(5),NA,GPS Fix,11/23/2015 0:00,6.04597E+11,11/22/2015 21:15,11/22/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.791944444,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8303,-97.6419,NA,348,0,0,32,Ground,Not Sporadic,Looks OK,3175,7.747454329,11.72335734,A
1236,157512,134355,157512,(b)(5),NA,GPS Fix,11/24/2015 0:00,6.04598E+11,11/23/2015 21:12,11/23/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.776666667,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,37.8303,-97.6419,NA,348,0,0,54,Ground,Not Sporadic,Looks OK,3175,7.747454329,11.72335734,A
1237,157513,134355,157513,(b)(5),NA,GPS Fix,11/24/2015 0:00,6.04598E+11,11/24/2015 1:59,11/24/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.783333333,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8303,-97.6419,NA,342,0,0,42,Ground,Not Sporadic,Looks OK,3175,7.747454329,11.72335734,A
1240,157516,134355,157516,(b)(5),NA,GPS Fix,11/24/2015 0:00,6.04599E+11,11/24/2015 16:19,11/24/2015 0:00,2015,11,2/2/2014 0:00,Marking done,4.783611111,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8303,-97.6416,NA,352,0,0,28,Ground,Not Sporadic,Looks OK,3175,0,17.08977277,A
