OID_,OBJECTID,PTT_ID,REC_ID,PROGRAM,SATELLIT,REC_TYPE,TIME_OM,TIME_OML,TIME_CTZ,TIME_CTZ_R,YEAR,MONTH,BIRD_MARK,MARK_FLAG,TIME_DIFF,FREQ_FLAG,QUAL_IDX,QUALITY,LAT,LONG,TX_FREQ,COURSE,SPEED,SPEED_MPH,ALT_ACQT,LOC_FLAG,SPORADIC_FLAG,VISUAL_FLAG,NEAR_FID,DistanceAgric,DistanceWetlands,ecotone_code
611,78120,119227,78120,(b)(5),NA,GPS Fix,3/24/2016 0:00,6.04702E+11,3/23/2016 19:45,3/23/2016 0:00,2016,3,7/31/2012 0:00,Marking done,14.34277778,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,39.9664,-99.4469,NA,148,0,0,114,Ground,Not Sporadic,Looks OK,27045,184.3383822,905.2363533,H
612,78121,119227,78121,(b)(5),NA,GPS Fix,3/24/2016 0:00,6.04703E+11,3/24/2016 0:32,3/24/2016 0:00,2016,3,7/31/2012 0:00,Marking done,4.773055556,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.9664,-99.4469,NA,242,0,0,122,Ground,Not Sporadic,Looks OK,27045,184.3383822,905.2363533,H
640,78150,119227,78150,(b)(5),NA,GPS Fix,3/31/2016 0:00,6.04709E+11,3/31/2016 4:40,3/31/2016 0:00,2016,3,7/31/2012 0:00,Marking done,4.819166667,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,39.9664,-99.4469,NA,240,0,0,124,Ground,Not Sporadic,Looks OK,27045,184.3383822,905.2363533,H
613,78122,119227,78122,(b)(5),NA,GPS Fix,3/24/2016 0:00,6.04703E+11,3/24/2016 5:16,3/24/2016 0:00,2016,3,7/31/2012 0:00,Marking done,4.742777778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.9663,-99.447,NA,0,0,0,34,Ground,Not Sporadic,Looks OK,27045,171.2868628,908.1271462,H
622,78131,119227,78131,(b)(5),NA,GPS Fix,3/26/2016 0:00,6.04704E+11,3/26/2016 5:08,3/26/2016 0:00,2016,3,7/31/2012 0:00,Marking done,4.8,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.9663,-99.447,NA,0,0,0,46,Ground,Not Sporadic,Looks OK,27045,171.2868628,908.1271462,H
628,78137,119227,78137,(b)(5),NA,GPS Fix,3/28/2016 0:00,6.04706E+11,3/28/2016 4:56,3/28/2016 0:00,2016,3,7/31/2012 0:00,Marking done,4.783333333,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.9663,-99.447,NA,0,1,1.15,38,Ground,Not Sporadic,Looks OK,27045,171.2868628,908.1271462,H
645,78155,119227,78155,(b)(5),NA,GPS Fix,4/1/2016 0:00,6.0471E+11,4/1/2016 4:33,4/1/2016 0:00,2016,4,7/31/2012 0:00,Marking done,4.781388889,Good - Interval > 4 hours from prior record,NA,<  26 m,39.9663,-99.447,NA,0,0,0,52,Ground,Not Sporadic,Looks OK,27045,171.2868628,908.1271462,H
649,78159,119227,78159,(b)(5),NA,GPS Fix,4/2/2016 0:00,6.0471E+11,4/1/2016 23:43,4/1/2016 0:00,2016,4,7/31/2012 0:00,Marking done,4.797777778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.9663,-99.447,NA,0,0,0,64,Ground,Not Sporadic,Looks OK,27045,171.2868628,908.1271462,H
652,78162,119227,78162,(b)(5),NA,GPS Fix,4/3/2016 0:00,6.04711E+11,4/2/2016 18:50,4/2/2016 0:00,2016,4,7/31/2012 0:00,Marking done,4.783333333,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.9663,-99.447,NA,0,0,0,42,Ground,Not Sporadic,Looks OK,27045,171.2868628,908.1271462,H
654,78164,119227,78164,(b)(5),NA,GPS Fix,4/3/2016 0:00,6.04711E+11,4/3/2016 4:25,4/3/2016 0:00,2016,4,7/31/2012 0:00,Marking done,4.783055556,Good - Interval > 4 hours from prior record,NA,<  26 m,39.9663,-99.447,NA,0,0,0,42,Ground,Not Sporadic,Looks OK,27045,171.2868628,908.1271462,H
625,78134,119227,78134,(b)(5),NA,GPS Fix,3/27/2016 0:00,6.04705E+11,3/27/2016 0:14,3/27/2016 0:00,2016,3,7/31/2012 0:00,Marking done,9.525,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,39.9665,-99.4469,NA,0,0,0,48,Ground,Not Sporadic,Looks OK,27045,190.0750266,910.176021,H
617,78126,119227,78126,(b)(5),NA,GPS Fix,3/25/2016 0:00,6.04703E+11,3/25/2016 0:25,3/25/2016 0:00,2016,3,7/31/2012 0:00,Marking done,4.783333333,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.9664,-99.447,NA,0,0,0,38,Ground,Not Sporadic,Looks OK,27045,177.0234672,912.9162732,H
635,78145,119227,78145,(b)(5),NA,GPS Fix,3/30/2016 0:00,6.04708E+11,3/29/2016 19:12,3/29/2016 0:00,2016,3,7/31/2012 0:00,Marking done,9.548888889,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,39.9664,-99.4472,NA,300,1,1.15,54,Ground,Not Sporadic,Looks OK,27045,162.39355,928.3214811,H
10,1838,98801,1838,(b)(5),NA,GPS Fix,4/4/2011 0:00,6.03134E+11,4/4/2011 13:53,4/4/2011 0:00,2011,4,8/3/2010 0:00,Marking done,5.998611111,Good - Interval > 4 hours from prior record,NA,<  26 m,39.7222,-98.7339,NA,282,0,0,48,Ground,Not Sporadic,Looks OK,28642,174.5754579,930.5814925,H
799,98099,119236,98099,(b)(5),NA,GPS Fix,3/24/2014 0:00,6.04071E+11,3/24/2014 6:37,3/24/2014 0:00,2014,3,11/30/2012 0:00,Marking done,14.29833333,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2375,-97.0406,NA,0,1,1.15,186,Ground,Not Sporadic,Looks OK,6965,118.6567518,995.1213292,H
789,98089,119236,98089,(b)(5),NA,GPS Fix,3/21/2014 0:00,6.04068E+11,3/21/2014 2:30,3/21/2014 0:00,2014,3,11/30/2012 0:00,Marking done,4.8175,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,38.2252,-97.0395,NA,298,4,4.6,142,Ground,Not Sporadic,Looks OK,6564,658.9156272,500.9974052,I
669,81937,119229,81937,(b)(5),NA,GPS Fix,10/30/2014 0:00,6.04261E+11,10/29/2014 21:06,10/29/2014 0:00,2014,10,7/30/2012 0:00,Marking done,4.743888889,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8281,-97.8223,NA,0,0,0,54,Ground,Not Sporadic,Looks OK,3310,566.8857663,503.7526774,I
785,96922,119236,96922,(b)(5),NA,GPS Fix,5/8/2013 0:00,6.03795E+11,5/8/2013 2:46,5/8/2013 0:00,2013,5,11/30/2012 0:00,Marking done,4.758055556,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,39.4121,-99.1442,NA,0,0,0,36,Ground,Not Sporadic,Looks OK,26942,721.1059442,517.9738552,I
788,98088,119236,98088,(b)(5),NA,GPS Fix,3/21/2014 0:00,6.04068E+11,3/20/2014 21:41,3/20/2014 0:00,2014,3,11/30/2012 0:00,Marking done,14.21638889,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2253,-97.0399,NA,82,0,0,42,Ground,Not Sporadic,Looks OK,6564,626.4061527,524.6567846,I
513,67203,108443,67203,(b)(5),NA,GPS Fix,4/22/2012 0:00,6.03465E+11,4/22/2012 3:04,4/22/2012 0:00,2012,4,12/6/2011 0:00,Marking done,5.994166667,Good - Interval > 4 hours from prior record,NA,<  26 m,39.0272,-98.6205,NA,358,0,0,84,Ground,Not Sporadic,Looks OK,26738,506.8811474,528.5793182,I
63,15780,98804,15780,(b)(5),NA,GPS Fix,10/25/2012 0:00,6.03626E+11,10/25/2012 1:03,10/25/2012 0:00,2012,10,8/2/2010 0:00,Marking done,5.973055556,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,39.2889,-100.2626,NA,4,0,0,34,Ground,Not Sporadic,Looks OK,25306,573.833666,545.1745894,I
1118,140721,134348,140721,(b)(5),NA,GPS Fix,11/10/2016 0:00,6.04903E+11,11/10/2016 17:40,11/10/2016 0:00,2016,11,1/9/2014 0:00,Marking done,9.575277778,Good - Interval > 4 hours from prior record,NA,<  26 m,39.3613,-98.7959,NA,336,0,0,186,Ground,Not Sporadic,Looks OK,26265,744.9747964,620.1958619,I
1119,140722,134348,140722,(b)(5),NA,GPS Fix,11/11/2016 0:00,6.04903E+11,11/11/2016 3:07,11/11/2016 0:00,2016,11,1/9/2014 0:00,Marking done,9.45,Good - Interval > 4 hours from prior record,NA,<  26 m,39.3614,-98.796,NA,50,0,0,44,Ground,Not Sporadic,Looks OK,26265,756.8578118,621.813381,I
790,98090,119236,98090,(b)(5),NA,GPS Fix,3/21/2014 0:00,6.04069E+11,3/21/2014 7:16,3/21/2014 0:00,2014,3,11/30/2012 0:00,Marking done,4.766666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.2266,-97.0392,NA,192,1,1.15,156,Ground,Not Sporadic,Looks OK,6564,557.3898008,641.7613527,I
751,90755,119233,90755,(b)(5),NA,GPS Fix,11/1/2013 0:00,6.03948E+11,11/1/2013 2:15,11/1/2013 0:00,2013,11,7/30/2012 0:00,Marking done,4.766111111,Good - Interval > 4 hours from prior record,NA,<  26 m,38.1837,-100.3458,NA,0,0,0,40,Ground,Not Sporadic,Looks OK,15606,940.3709562,740.9966238,I
752,90756,119233,90756,(b)(5),NA,GPS Fix,11/1/2013 0:00,6.03948E+11,11/1/2013 7:04,11/1/2013 0:00,2013,11,7/30/2012 0:00,Marking done,4.816388889,Good - Interval > 4 hours from prior record,NA,76 m       -      100 m,38.1842,-100.3449,NA,0,1,1.15,132,Ground,Not Sporadic,Looks OK,15606,990.6436176,824.3681148,I
1004,113486,119242,113486,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/6/2016 20:08,4/6/2016 0:00,2016,4,12/6/2012 0:00,Marking done,9.478611111,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8168,-97.8284,NA,0,0,0,50,Ground,Not Sporadic,Looks OK,3310,684.4329795,922.6116978,I
296,47054,100536,47054,(b)(5),NA,GPS Fix,10/28/2011 0:00,6.03313E+11,10/28/2011 6:08,10/28/2011 0:00,2011,10,8/1/2011 0:00,Marking done,5.975,Good - Interval > 4 hours from prior record,NA,<  26 m,38.918,-98.6209,NA,48,0,0,56,Ground,Not Sporadic,Looks OK,26727,749.3621813,924.8983239,I
1005,113487,119242,113487,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/7/2016 0:56,4/7/2016 0:00,2016,4,12/6/2012 0:00,Marking done,4.786666667,Good - Interval > 4 hours from prior record,NA,<  26 m,37.8168,-97.8285,NA,0,0,0,48,Ground,Not Sporadic,Looks OK,3310,675.6625277,929.637772,I
1006,113488,119242,113488,(b)(5),NA,GPS Fix,4/7/2016 0:00,6.04715E+11,4/7/2016 5:43,4/7/2016 0:00,2016,4,12/6/2012 0:00,Marking done,4.784166667,Good - Interval > 4 hours from prior record,NA,76 m       -      100 m,37.8165,-97.8285,NA,10,0,0,32,Ground,Not Sporadic,Looks OK,3310,672.714648,950.0037897,I
289,45538,100533,45538,(b)(5),NA,GPS Fix,4/23/2012 0:00,6.03466E+11,4/23/2012 1:42,4/23/2012 0:00,2012,4,8/1/2011 0:00,Marking done,5.982777778,Good - Interval > 4 hours from prior record,NA,<  26 m,37.4755,-99.0883,NA,58,0,0,42,Ground,Not Sporadic,Looks OK,18676,619.3700872,992.8705551,I
227,34743,100527,34743,(b)(5),NA,GPS Fix,11/10/2011 0:00,6.03324E+11,11/10/2011 17:04,11/10/2011 0:00,2011,11,8/2/2011 0:00,Marking done,5.949722222,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.1857,-98.5172,NA,6,0,0,40,Ground,Not Sporadic,Looks OK,22530,1001.404703,0,J
1117,138172,134348,138172,(b)(5),NA,GPS Fix,3/27/2015 0:00,6.04389E+11,3/27/2015 7:56,3/27/2015 0:00,2015,3,1/9/2014 0:00,Marking done,4.791666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.0981,-98.4842,NA,0,0,0,32,Ground,Not Sporadic,Looks OK,22690,1024.409711,0,J
1054,124582,134344,124582,(b)(5),NA,GPS Fix,11/20/2015 0:00,6.04595E+11,11/20/2015 6:43,11/20/2015 0:00,2015,11,1/31/2014 0:00,Marking done,23.73333333,Good - Interval > 4 hours from prior record,NA,<  26 m,38.9517,-97.8184,NA,0,0,0,38,Ground,Not Sporadic,Looks OK,7829,1042.86549,0,J
923,111989,119242,111989,(b)(5),NA,GPS Fix,11/9/2014 0:00,6.0427E+11,11/8/2014 20:52,11/8/2014 0:00,2014,11,12/6/2012 0:00,Marking done,14.26472222,Good - Interval > 4 hours from prior record,NA,<  26 m,40.0078,-97.5238,NA,0,0,0,66,Ground,Not Sporadic,Looks OK,12791,1044.047865,0,J
956,113089,119242,113089,(b)(5),NA,GPS Fix,11/24/2015 0:00,6.04598E+11,11/24/2015 10:02,11/24/2015 0:00,2015,11,12/6/2012 0:00,Marking done,4.8275,Good - Interval > 4 hours from prior record,NA,76 m       -      100 m,38.678,-98.0311,NA,0,1,1.15,180,Ground,Not Sporadic,Looks OK,7407,1044.88967,0,J
771,94558,119234,94558,(b)(5),NA,GPS Fix,11/14/2013 0:00,6.03959E+11,11/14/2013 1:17,11/14/2013 0:00,2013,11,7/31/2012 0:00,Marking done,4.785,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.4749,-98.7,NA,0,1,1.15,30,Ground,Not Sporadic,Looks OK,22719,1053.346672,0,J
924,111990,119242,111990,(b)(5),NA,GPS Fix,11/9/2014 0:00,6.0427E+11,11/9/2014 1:38,11/9/2014 0:00,2014,11,12/6/2012 0:00,Marking done,4.775,Good - Interval > 4 hours from prior record,NA,<  26 m,40.0079,-97.5239,NA,0,0,0,36,Ground,Not Sporadic,Looks OK,12791,1054.210303,0,J
708,87139,119231,87139,(b)(5),NA,GPS Fix,11/14/2013 0:00,6.03959E+11,11/13/2013 23:30,11/13/2013 0:00,2013,11,7/31/2012 0:00,Marking done,4.778333333,Good - Interval > 4 hours from prior record,NA,<  26 m,38.4747,-98.6999,NA,0,0,0,38,Ground,Not Sporadic,Looks OK,22719,1065.838401,0,J
952,113085,119242,113085,(b)(5),NA,GPS Fix,11/23/2015 0:00,6.04598E+11,11/23/2015 10:06,11/23/2015 0:00,2015,11,12/6/2012 0:00,Marking done,4.791944445,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.6783,-98.0314,NA,0,0,0,42,Ground,Not Sporadic,Looks OK,7407,1066.167584,0,J
770,94557,119234,94557,(b)(5),NA,GPS Fix,11/14/2013 0:00,6.03959E+11,11/13/2013 20:30,11/13/2013 0:00,2013,11,7/31/2012 0:00,Marking done,14.32527778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.4748,-98.7002,NA,0,0,0,46,Ground,Not Sporadic,Looks OK,22719,1072.803084,0,J
948,113081,119242,113081,(b)(5),NA,GPS Fix,11/22/2015 0:00,6.04597E+11,11/22/2015 14:59,11/22/2015 0:00,2015,11,12/6/2012 0:00,Marking done,9.545277778,Good - Interval > 4 hours from prior record,NA,<  26 m,38.6787,-98.0324,NA,196,0,0,116,Ground,Not Sporadic,Looks OK,7415,1080.915713,0,J
1120,141589,134349,141589,(b)(5),NA,GPS Fix,4/12/2014 0:00,6.04087E+11,4/11/2014 19:01,4/11/2014 0:00,2014,4,1/16/2014 0:00,Marking done,4.758055556,Good - Interval > 4 hours from prior record,NA,<  26 m,39.668,-99.2216,NA,278,0,0,98,Ground,Not Sporadic,Looks OK,28552,1081.948065,0,J
663,80745,119229,80745,(b)(5),NA,GPS Fix,11/12/2013 0:00,6.03957E+11,11/11/2013 21:10,11/11/2013 0:00,2013,11,7/30/2012 0:00,Marking done,14.33,Good - Interval > 4 hours from prior record,NA,<  26 m,39.1076,-98.8551,NA,0,0,0,90,Ground,Not Sporadic,Looks OK,26128,1094.160738,0,J
659,78633,119228,78633,(b)(5),NA,GPS Fix,4/1/2013 0:00,6.03763E+11,4/1/2013 9:29,4/1/2013 0:00,2013,4,7/30/2012 0:00,Marking done,4.791666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.6788,-98.0322,NA,0,0,0,32,Ground,Not Sporadic,Looks OK,7415,1096.626699,0,J
966,113099,119242,113099,(b)(5),NA,GPS Fix,11/26/2015 0:00,6.046E+11,11/26/2015 14:33,11/26/2015 0:00,2015,11,12/6/2012 0:00,Marking done,4.743333333,Good - Interval > 4 hours from prior record,NA,<  26 m,38.6789,-98.0325,NA,0,0,0,20,Ground,Not Sporadic,Looks OK,7415,1099.595685,0,J
905,108638,119240,108638,(b)(5),NA,GPS Fix,4/12/2014 0:00,6.04088E+11,4/12/2014 3:23,4/12/2014 0:00,2014,4,12/7/2012 0:00,Marking done,4.789444445,Good - Interval > 4 hours from prior record,NA,<  26 m,39.6681,-99.2218,NA,0,0,0,42,Ground,Not Sporadic,Looks OK,28552,1102.033232,0,J
1121,141590,134349,141590,(b)(5),NA,GPS Fix,4/12/2014 0:00,6.04087E+11,4/11/2014 23:46,4/11/2014 0:00,2014,4,1/16/2014 0:00,Marking done,4.758055555,Good - Interval > 4 hours from prior record,NA,<  26 m,39.6681,-99.2218,NA,0,0,0,40,Ground,Not Sporadic,Looks OK,28552,1102.033232,0,J
1122,141591,134349,141591,(b)(5),NA,GPS Fix,4/12/2014 0:00,6.04088E+11,4/12/2014 4:34,4/12/2014 0:00,2014,4,1/16/2014 0:00,Marking done,4.791944445,Good - Interval > 4 hours from prior record,NA,<  26 m,39.6681,-99.2218,NA,106,0,0,46,Ground,Not Sporadic,Looks OK,28552,1102.033232,0,J
935,113068,119242,113068,(b)(5),NA,GPS Fix,11/19/2015 0:00,6.04594E+11,11/19/2015 15:16,11/19/2015 0:00,2015,11,12/6/2012 0:00,Marking done,4.791666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.6788,-98.0318,NA,0,0,0,42,Ground,Not Sporadic,Looks OK,7415,1106.988653,0,J
996,113131,119242,113131,(b)(5),NA,GPS Fix,12/5/2015 0:00,6.04608E+11,12/5/2015 9:11,12/5/2015 0:00,2015,12,12/6/2012 0:00,Marking done,4.791388889,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.679,-98.0326,NA,0,0,0,66,Ground,Not Sporadic,Looks OK,7415,1107.661415,0,J
478,61611,108440,61611,(b)(5),NA,GPS Fix,11/9/2013 0:00,6.03955E+11,11/9/2013 4:20,11/9/2013 0:00,2013,11,12/6/2011 0:00,Marking done,5.964722222,Good - Interval > 4 hours from prior record,NA,<  26 m,38.4975,-98.7095,NA,358,0,0,36,Ground,Not Sporadic,Looks OK,21245,1109.161004,0,J
710,87141,119231,87141,(b)(5),NA,GPS Fix,11/14/2013 0:00,6.03959E+11,11/14/2013 9:06,11/14/2013 0:00,2013,11,7/31/2012 0:00,Marking done,4.8,Good - Interval > 4 hours from prior record,NA,<  26 m,38.5016,-98.7184,NA,24,0,0,74,Ground,Not Sporadic,Looks OK,21247,1113.467046,0,J
965,113098,119242,113098,(b)(5),NA,GPS Fix,11/26/2015 0:00,6.046E+11,11/26/2015 9:48,11/26/2015 0:00,2015,11,12/6/2012 0:00,Marking done,4.773055556,Good - Interval > 4 hours from prior record,NA,<  26 m,38.6794,-98.0332,NA,332,0,0,114,Ground,Not Sporadic,Looks OK,7415,1134.828144,0,J
854,103863,119238,103863,(b)(5),NA,GPS Fix,3/29/2013 0:00,6.0376E+11,3/28/2013 22:27,3/28/2013 0:00,2013,3,11/29/2012 0:00,Marking done,14.26972222,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,38.1713,-98.5705,NA,0,0,0,48,Ground,Not Sporadic,Looks OK,21977,1136.057829,0,J
856,103865,119238,103865,(b)(5),NA,GPS Fix,3/29/2013 0:00,6.0376E+11,3/29/2013 8:01,3/29/2013 0:00,2013,3,11/29/2012 0:00,Marking done,4.779166667,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,38.1716,-98.5705,NA,0,0,0,38,Ground,Not Sporadic,Looks OK,21308,1140.019103,0,J
904,108637,119240,108637,(b)(5),NA,GPS Fix,4/12/2014 0:00,6.04087E+11,4/11/2014 22:36,4/11/2014 0:00,2014,4,12/7/2012 0:00,Marking done,4.754722222,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,39.6685,-99.2221,NA,0,0,0,42,Ground,Not Sporadic,Looks OK,28552,1151.298386,0,J
405,52458,108433,52458,(b)(5),NA,GPS Fix,11/6/2014 0:00,6.04267E+11,11/6/2014 8:26,11/6/2014 0:00,2014,11,8/2/2011 0:00,Marking done,337.3213889,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.445,-98.7054,NA,64,1,1.15,40,Ground,Not Sporadic,Looks OK,22710,1156.766864,0,J
477,61610,108440,61610,(b)(5),NA,GPS Fix,11/9/2013 0:00,6.03954E+11,11/8/2013 22:22,11/8/2013 0:00,2013,11,12/6/2011 0:00,Marking done,11.95194444,Good - Interval > 4 hours from prior record,NA,<  26 m,38.4969,-98.7093,NA,0,0,0,84,Ground,Not Sporadic,Looks OK,21245,1168.40886,0,J
974,113107,119242,113107,(b)(5),NA,GPS Fix,11/28/2015 0:00,6.04602E+11,11/28/2015 14:23,11/28/2015 0:00,2015,11,12/6/2012 0:00,Marking done,4.745833333,Good - Interval > 4 hours from prior record,NA,76 m       -      100 m,38.6798,-98.0335,NA,0,1,1.15,52,Ground,Not Sporadic,Looks OK,7415,1169.640101,0,J
855,103864,119238,103864,(b)(5),NA,GPS Fix,3/29/2013 0:00,6.0376E+11,3/29/2013 3:15,3/29/2013 0:00,2013,3,11/29/2012 0:00,Marking done,4.791111111,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.1717,-98.5701,NA,326,0,0,60,Ground,Not Sporadic,Looks OK,21308,1176.254147,0,J
533,69226,119225,69226,(b)(5),NA,GPS Fix,11/4/2012 0:00,6.03635E+11,11/4/2012 17:20,11/4/2012 0:00,2012,11,7/31/2012 0:00,Marking done,9.575277778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.0953,-98.4909,NA,0,1,1.15,116,Ground,Not Sporadic,Looks OK,21241,1220.299652,0,J
308,47066,100536,47066,(b)(5),NA,GPS Fix,11/1/2011 0:00,6.03316E+11,10/31/2011 23:52,10/31/2011 0:00,2011,10,8/1/2011 0:00,Marking done,5.966388889,Good - Interval > 4 hours from prior record,NA,<  26 m,38.1743,-98.5704,NA,174,0,0,22,Ground,Not Sporadic,Looks OK,21977,1224.934936,0,J
476,61609,108440,61609,(b)(5),NA,GPS Fix,11/8/2013 0:00,6.03954E+11,11/8/2013 10:25,11/8/2013 0:00,2013,11,12/6/2011 0:00,Marking done,5.996666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.4715,-98.7098,NA,352,0,0,64,Ground,Not Sporadic,Looks OK,22719,1225.958015,0,J
1160,151748,134352,151748,(b)(5),NA,GPS Fix,4/8/2015 0:00,6.044E+11,4/8/2015 5:52,4/8/2015 0:00,2015,4,2/3/2014 0:00,Marking done,4.789722222,Good - Interval > 4 hours from prior record,NA,<  26 m,37.1773,-98.2066,NA,356,0,0,54,Ground,Not Sporadic,Looks OK,477,1232.123929,0,J
475,61608,108440,61608,(b)(5),NA,GPS Fix,11/8/2013 0:00,6.03954E+11,11/8/2013 4:25,11/8/2013 0:00,2013,11,12/6/2011 0:00,Marking done,5.985,Good - Interval > 4 hours from prior record,NA,<  26 m,38.496,-98.6749,NA,16,0,0,40,Ground,Not Sporadic,Looks OK,23020,1240.081661,0,J
939,113072,119242,113072,(b)(5),NA,GPS Fix,11/20/2015 0:00,6.04595E+11,11/20/2015 10:26,11/20/2015 0:00,2015,11,12/6/2012 0:00,Marking done,4.795,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.6802,-98.0322,NA,0,0,0,94,Ground,Not Sporadic,Looks OK,7415,1245.225387,0,J
1018,114109,119242,114109,(b)(5),NA,GPS Fix,11/25/2016 0:00,6.04915E+11,11/25/2016 9:50,11/25/2016 0:00,2016,11,12/6/2012 0:00,Marking done,4.793333333,Good - Interval > 4 hours from prior record,NA,<  26 m,38.6809,-98.0337,NA,0,0,0,64,Ground,Not Sporadic,Looks OK,7415,1252.742921,0,J
1159,151747,134352,151747,(b)(5),NA,GPS Fix,4/8/2015 0:00,6.04399E+11,4/8/2015 1:05,4/8/2015 0:00,2015,4,2/3/2014 0:00,Marking done,18.99694444,Good - Interval > 4 hours from prior record,NA,51 m       -       75 m,37.1771,-98.2067,NA,278,2,2.3,50,Ground,Not Sporadic,Looks OK,477,1254.66675,0,J
1116,138171,134348,138171,(b)(5),NA,GPS Fix,3/27/2015 0:00,6.04389E+11,3/27/2015 3:09,3/27/2015 0:00,2015,3,1/9/2014 0:00,Marking done,4.8,Good - Interval > 4 hours from prior record,NA,<  26 m,38.0996,-98.4741,NA,0,0,0,34,Ground,Not Sporadic,Looks OK,21292,1264.121942,0,J
537,69796,119225,69796,(b)(5),NA,GPS Fix,3/29/2013 0:00,6.0376E+11,3/28/2013 21:29,3/28/2013 0:00,2013,3,7/31/2012 0:00,Marking done,14.30694444,Good - Interval > 4 hours from prior record,NA,<  26 m,38.4956,-98.6743,NA,56,0,0,62,Ground,Not Sporadic,Looks OK,23020,1271.146776,0,J
538,69797,119225,69797,(b)(5),NA,GPS Fix,3/29/2013 0:00,6.0376E+11,3/29/2013 2:16,3/29/2013 0:00,2013,3,7/31/2012 0:00,Marking done,4.775277778,Good - Interval > 4 hours from prior record,NA,26 m       -       50 m,38.4957,-98.6743,NA,0,0,0,28,Ground,Not Sporadic,Looks OK,23020,1275.23795,0,J
474,61607,108440,61607,(b)(5),NA,GPS Fix,11/8/2013 0:00,6.03953E+11,11/7/2013 22:26,11/7/2013 0:00,2013,11,12/6/2011 0:00,Marking done,17.91833333,Good - Interval > 4 hours from prior record,NA,<  26 m,38.4959,-98.6744,NA,352,0,0,50,Ground,Not Sporadic,Looks OK,23020,1275.630209,0,J
539,69798,119225,69798,(b)(5),NA,GPS Fix,3/29/2013 0:00,6.0376E+11,3/29/2013 7:03,3/29/2013 0:00,2013,3,7/31/2012 0:00,Marking done,4.791388889,Good - Interval > 4 hours from prior record,NA,<  26 m,38.4959,-98.6744,NA,154,0,0,20,Ground,Not Sporadic,Looks OK,23020,1275.630209,0,J
1115,138170,134348,138170,(b)(5),NA,GPS Fix,3/27/2015 0:00,6.04389E+11,3/26/2015 22:21,3/26/2015 0:00,2015,3,1/9/2014 0:00,Marking done,4.724722222,Good - Interval > 4 hours from prior record,NA,<  26 m,38.0996,-98.4746,NA,0,0,0,20,Ground,Not Sporadic,Looks OK,21292,1304.420098,0,J
307,47065,100536,47065,(b)(5),NA,GPS Fix,10/31/2011 0:00,6.03316E+11,10/31/2011 17:54,10/31/2011 0:00,2011,10,8/1/2011 0:00,Marking done,11.96194444,Good - Interval > 4 hours from prior record,NA,<  26 m,38.1735,-98.5689,NA,342,0,0,74,Ground,Not Sporadic,Looks OK,21977,1320.875134,0,J
101,23576,98806,23576,(b)(5),NA,GPS Fix,11/5/2012 0:00,6.03636E+11,11/5/2012 0:32,11/5/2012 0:00,2012,11,12/9/2009 0:00,Marking done,5.991666667,Good - Interval > 4 hours from prior record,NA,<  26 m,38.0942,-98.4908,NA,10,0,0,40,Ground,Not Sporadic,Looks OK,21241,1341.891956,0,J
